"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","diff.att","diff.amb","diff.sinc","diff.intel","diff.fun"
"3577","0","2",3,"0",-0.29,"1",29,"2",50,7,20,23,0,0,"1",8,8,7,7,7,5,7,5,2,27,"Business","2",3,2,"FunNightOut","AlmostNever","1/Week","Academic/Research",2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,1,1,1,1
"3578","0","1",1,"0",0.21,"0",22,"2",60,0,0,40,0,0,"1",7,9,10,6,6,5,8,4,1,22,"Law","4",2,4,"FunNightOut","1/Month","SVRL/Week","Lawyer",5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,7,0,1,0,0,0
"3579","0","2",1,"0",0.5,"0",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"1",9,8,10,7,7,7,9,5,2,30,"Education","4",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,35,20,10,20,10,5,9,10,7,9,7,0,0,1,0,0
"3580","0","2",21,"0",0.12,"1",23,"4",15,25,20,10,10,20,"0",6,6,6,6,6,6,6,5,2,22,"Engineering","4",4,1,"MeetNewPpl","2/Month","SVRL/Week","Engineer",7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,25,25,10,10,5,25,6,10,9,7,5,0,0,1,1,1
"3581","0","2",11,"0",-0.31,"0",25,"4",25,20,25,20,10,0,"0",5,10,9,9,8,5,2,3,2,27,"SocialWork","2",2,3,"MeetNewPpl","SVRL/Year","2/Month","IntlAffairs",10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,8,1,0,0,0,0
"3582","0","2",13,"0",0.34,"1",22,"2",30,10,20,15,15,10,"0",3,7,10,8,7,6,7,6,2,23,"SocScie/Psych","2",8,9,"MeetNewPpl","2/Month","1/Week","Academic/Research",5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7,20,20,20,15,5,20,30,5,15,30,0,20,8,10,8,9,7,1,0,1,0,0
"3583","1","2",3,"0",-0.09,"1",28,"2",25,25,25,10,10,5,"0",5,8,8,8,8,5,5,5,2,22,"Engineering","2",6,6,"ToSayIDidIt","1/Month","1/Week","Banking/Consulting",9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,20,25,20,15,5,15,25,20,10,20,15,10,4,8,7,9,9,0,1,0,1,0
"3584","1","1",1,"0",-0.43,"1",21,"2",20,5,25,25,10,15,"0",5,8,8,2,2,2,7,5,2,27,"Business","2",7,3,"FunNightOut","1/Month","2/Month","Academic/Research",8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,1,1,1,0,1
"3585","0","2",2,"0",0.36,"1",23,"2",25,5,30,15,5,20,"0",6,6,8,5,8,3,4,3,2,34,"Education","2",3,8,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1,0,1,1,1
"3586","0","2",14,"0",-0.32,"0",26,"2",20,35,20,10,10,5,"1",8,8,8,10,8,7,8,5,2,23,"Law","1",8,1,"FunNightOut","2/Month","1/Week","Lawyer",7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,2,50,10,20,10,10,0,70,5,5,15,0,5,8,2,7,8,8,0,0,0,0,0
"3587","1","2",3,"0",0.19,"0",26,"2",9,17,23,15,14,22,"0",6,5,5,6,6,3,3,6,2,23,"Engineering","4",1,1,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,7,25,20,20,20,5,10,20,25,15,30,5,5,5,7,8,8,3,0,0,1,1,1
"3588","1","1",9,"0",-0.22,"0",22,"1",16.07,17.86,17.86,17.86,17.86,12.5,"0",6,8,8,8,9,8,6,6,2,27,"Law","6",6,1,"FunNightOut","SVRL/Year","2/Week","IntlAffairs",8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,1,0,0,0,0
"3589","1","2",19,"0",0.54,"1",26,"2",19.61,15.69,17.65,15.69,17.65,13.73,"0",5,7,9,5,9,5,6,9,2,24,"Bio","2",9,5,"FunNightOut","2/Month","2/Week","Academic/Research",9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,20.51,5.13,23.08,12.82,17.95,20.51,17.39,19.57,15.22,19.57,15.22,13.04,7,6,3,10,10,1,1,0,1,0
"3590","0","2",13,"0",0.51,"0",28,"2",40,20,20,20,0,0,"0",9,10,10,9,8,5,7,7,2,27,"Engineering","3",5,7,"FunNightOut","2/Month","2/Week","Engineer",9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,16,19,16,17,15,17,25,20,15,20,10,10,6,8,7,7,7,0,0,0,0,0
"3591","1","2",19,"0",0.24,"1",32,"2",15,5,45,10,15,10,"0",5,6,6,5,6,4,7,2,2,25,"Bio","2",1,1,"FunNightOut","AlmostNever","1/Month","Academic/Research",10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5,60,20,0,20,0,0,50,0,0,0,50,0,4,8,8,8,5,0,0,1,1,1
"3592","1","2",8,"0",0.03,"1",22,"4",20,20,10,15,5,30,"0",6,8,7,7,8,5,5,5,2,26,"Engineering","4",8,3,"FunNightOut","2/Week","2/Week","Engineer",7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,6,25,20,20,20,5,10,20,20,20,20,10,10,7,9,7,8,8,1,0,1,1,0
"3593","0","1",3,"0",-0.1,"0",28,"3",20.83,20.83,16.67,16.67,6.25,18.75,"1",7,8,8,7,6,5,7,7,2,23,"Bio","2",8,10,"FunNightOut","1/Month","1/Week","Academic/Research",7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,8,6.67,20,20,17.78,20,15.56,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,0,1,0,0,1
"3594","0","2",17,"0",0.25,"1",22,"2",30,10,20,15,15,10,"0",8,7,7,4,7,4,7,3,2,26,"Education","2",8,9,"MeetNewPpl","2/Month","2/Week","Politics",9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10,0,1,1,1,1
"3595","0","2",7,"0",0.62,"1",30,"2",30,3,30,30,3,4,"0",6,7,6,4,4,5,5,4,2,22,"Law","2",3,6,"FunNightOut","SVRL/Year","2/Week","Lawyer",6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,10,20,15,20,15,20,20,15,15,20,10,20,7,7,7,9,8,1,1,0,1,1
"3596","1","2",14,"0",0.31,"0",22,"2",10,30,20,10,15,15,"0",6,8,8,6,8,6,6,6,2,27,"Education","4",7,3,"FunNightOut","AlmostNever","2/Week","Academic/Research",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,1,0,1,0,1
"3597","0","2",11,"0",0.58,"1",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"0",7,7,7,7,6,3,6,4,2,33,"Education","2",2,1,"SRSRelationship","1/Month","SVRL/Week","Academic/Research",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6,1,0,1,1,1
"3598","0","2",18,"0",-0.39,"0",27,"4",50,10,10,10,10,10,"1",10,9,9,9,9,9,9,9,2,23,"SocialWork","2",10,9,"MeetNewPpl","2/Month","SVRL/Week","SocialWork",8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,9,10,10,9,10,0,1,1,0,1
"3599","1","2",13,"0",0.4,"0",35,"3",10,32,20,12,11,15,"0",4,8,6,8,7,8,4,3,2,27,"Business","4",7,1,"ToSayIDidIt","1/Month","SVRL/Week","Banking/Consulting",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,1,0,0,1,0
"3600","1","2",10,"0",0.17,"1",35,"3",10,32,20,12,11,15,"0",5,8,8,8,8,8,4,3,2,22,"Law","3",1,3,"ToSayIDidIt","AlmostNever","1/Week","Lawyer",2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,0,0,1,0
"3601","0","2",16,"0",0.15,"0",24,"2",20.51,5.13,23.08,12.82,17.95,20.51,"0",3,7,5,3,4,2,3,1,2,23,"PoliSci","4",8,5,"MeetNewPpl","2/Week","1/Week","Banking/Consulting",6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,15.38,19.23,17.31,19.23,9.62,19.23,25.64,17.95,12.82,15.38,15.38,12.82,7,9,7,9,7,1,1,1,1,1
"3602","1","1",3,"0",-0.26,"1",25,"2",35,10,35,10,10,0,"0",8,9,10,7,7,9,8,7,2,30,"PoliSci","2",1,1,"GetADate","1/Week","2/Week","Academic/Research",8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,35,15,25,10,5,10,25,20,20,20,10,5,7,7,6,8,4,0,0,0,0,0
"3603","1","2",12,"1",-0.27,"0",27,"2",15.38,19.23,19.23,19.23,13.46,13.46,"1",6,7,8,9,8,7,8,8,2,28,"Business","3",4,9,"FunNightOut","AlmostNever","2/Week","Banking/Consulting",10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,4,14.71,14.71,14.71,14.71,20.59,20.59,19.51,14.63,19.51,19.51,12.2,14.63,5,9,7,6,7,0,0,1,0,0
"3604","1","2",8,"0",-0.14,"0",28,"4",14.29,16.33,16.33,18.37,18.37,16.33,"0",2,3,3,2,3,1,1,3,2,23,"Bio","2",3,4,"SRSRelationship","SVRL/Year","2/Week","Academic/Research",2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,15.22,19.57,19.57,19.57,8.7,17.39,7,9,7,9,6,1,1,1,1,1
"3605","0","2",10,"0",0.67,"0",28,"2",30,30,20,10,10,0,"0",4,6,7,7,7,7,7,7,2,32,"Bio","3",1,1,"MeetNewPpl","2/Month","SVRL/Week","DocMed",7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,30,30,30,5,0,5,50,5,5,20,0,20,7,9,7,8,5,1,0,1,1,0
"3606","1","2",6,"0",-0.26,"1",26,"2",15,20,15,30,10,10,"1",9,9,10,8,9,7,9,6,2,27,"Business","2",8,8,"FunNightOut","1/Month","SVRL/Week","Banking/Consulting",10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,20,20,20,20,10,10,30,10,10,20,10,10,7,10,6,10,10,0,1,1,0,0
"3607","0","1",7,"0",0.59,"0",25,"2",30,0,30,30,10,0,"0",7,8,7,7,3,5,6,3,2,24,"Law","4",1,3,"GetADate","SVRL/Year","SVRL/Week","Undecided",5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,5,15,45,25,0,10,50,5,20,15,0,10,6,8,9,8,7,0,1,0,1,1
"3608","0","1",3,"0",0.13,"1",23,"2",50,5,15,20,10,0,"0",3,4,3,2,6,5,4,3,2,34,"Education","2",1,1,"FunNightOut","SVRL/Year","1/Week","Academic/Research",4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10,4,15,15,10,25,10,25,30,10,10,30,10,10,7,9,9,7,4,1,0,1,1,1
"3609","0","2",13,"0",-0.12,"0",25,"4",25,20,25,20,10,0,"0",8,10,9,9,8,4,3,1,2,25,"SocialWork","2",10,2,"FunNightOut","1/Month","2/Week","IntlAffairs",7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,0,0,0,0
"3610","0","1",10,"1",0.03,"0",22,"6",20,15,20,20,5,10,"1",5,5,5,5,5,5,5,5,1,24,"Law","4",1,3,"GetADate","SVRL/Year","SVRL/Week","Undecided",5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,5,15,45,25,0,10,50,5,20,15,0,10,6,8,9,8,7,1,1,1,1,1
"3611","0","2",16,"0",0.19,"0",25,"4",25,20,25,20,10,0,"0",6,6,8,7,8,4,2,1,2,23,"Law","2",2,4,"FunNightOut","AlmostNever","2/Week","Lawyer",5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,1,0,1,0,1
"3612","1","2",14,"0",0.24,"1",35,"4",15,15,30,15,15,10,"1",7,7,8,7,7,7,8,7,2,25,"Business","4",10,7,"MeetNewPpl","1/Month","2/Week","Undecided",4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,30,10,15,20,15,10,30,10,20,10,20,10,6,10,8,9,10,0,1,1,1,1
"3613","0","2",2,"0",-0.41,"1",27,"2",20,20,20,20,10,10,"0",4,6,8,3,6,2,4,1,2,33,"English","2",1,2,"GetADate","2/Month","2/Week","Entertainment",3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,20,20,20,10,10,20,30,20,10,20,10,10,8,8,7,9,7,1,1,1,1,1
"3614","1","2",15,"0",0.22,"1",23,"2",20,20,20,15,15,10,"0",7,4,5,6,5,4,6,5,2,26,"Business","2",2,3,"MeetNewPpl","SVRL/Year","2/Week","Banking/Consulting",10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,20,20,20,25,5,10,7,8,5,7,7,0,1,1,1,0
"3615","0","2",9,"0",0,"1",32,"2",30,10,30,20,10,0,"0",4,5,6,6,6,6,5,6,2,22,"SocialWork","2",2,2,"FunNightOut","2/Month","2/Week","SocialWork",7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,15,20,20,20,15,10,40,5,20,20,10,5,6,8,8,8,8,1,1,1,1,1
"3616","0","1",8,"0",0.05,"0",18,"4",50,10,20,5,5,10,"0",6,6,5,6,5,6,6,2,2,21,"Business","2",8,10,"FunNightOut","1/Week","SVRL/Week","Banking/Consulting",6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,6,20,10,20,20,20,10,20,10,15,20,15,20,8,7,8,8,8,1,1,1,1,1
"3617","0","2",18,"0",0.11,"1",32,"2",30,10,30,20,10,0,"1",10,9,7,8,8,9,9,5,2,28,"English","2",6,9,"ToSayIDidIt","1/Month","2/Week","Entertainment",6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,10,10,20,20,20,20,40,5,15,20,10,10,8,7,8,7,7,0,0,0,0,0
"3618","0","2",19,"0",0.15,"0",30,"2",25,20,20,20,0,15,"0",6,6,6,6,3,2,6,3,2,26,"Business","3",3,3,"MeetNewPpl","AlmostNever","2/Week","Academic/Research",8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,1,1,1,1,0
"3619","1","2",15,"0",0.32,"0",24,"3",30,20,20,10,15,5,"0",5,8,8,7,7,5,8,5,2,25,"Bio","2",2,1,"GetADate","SVRL/Year","2/Week","Academic/Research",8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,5,25,20,30,15,5,5,20,10,30,15,15,10,5,9,5,8,6,0,0,1,0,0
"3620","1","2",13,"0",-0.12,"0",23,"4",15.38,19.23,17.31,19.23,9.62,19.23,"0",5,4,5,4,4,4,4,4,2,26,"Business","2",1,1,"FunNightOut","1/Week","2/Week","Banking/Consulting",8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,16.28,16.28,18.6,16.28,16.28,16.28,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,1,1,1,1,1
"3621","0","2",1,"0",0.36,"0",32,"2",25,15,20,25,10,5,"0",5,5,5,3,5,5,5,2,2,27,"Bio","4",4,4,"MeetNewPpl","AlmostNever","1/Week","Academic/Research",9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,19,20,19,14,13,15,19,20,19,14,13,15,6,9,7,9,6,1,1,1,1,1
"3622","0","2",20,"0",0.69,"0",28,"3",23,18,21,18,10,10,"0",5,6,7,6,5,5,5,5,2,26,"Bio","4",1,4,"FunNightOut","AlmostNever","2/Week","Academic/Research",6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15,20,20,20,15,10,45,10,10,20,5,10,5,8,7,7,8,0,1,1,0,1
"3623","1","2",9,"0",-0.16,"0",28,"6",25,15,25,15,10,10,"1",4,7,7,5,6,6,6,4,2,23,"Engineering","4",2,2,"GetADate","AlmostNever","1/Week","Banking/Consulting",10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,40,30,0,20,0,10,10,25,25,20,10,10,8,9,9,9,8,1,1,1,1,1
"3624","1","1",1,"0",0.13,"0",25,"4",20,10,30,20,10,10,"1",6,9,8,8,9,1,7,6,2,26,"Business","2",6,7,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,30,20,15,15,15,5,8,10,8,8,8,1,0,1,0,0
"3625","0","2",14,"0",0.55,"1",29,"2",30,15,15,20,10,10,"0",4,7,6,6,5,5,4,5,2,28,"SocScie/Psych","2",1,10,"FunNightOut","AlmostNever","2/Week","SpeechPath",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,1,1,1,1,1
"3626","0","2",5,"0",-0.24,"0",23,"4",15,25,20,10,10,20,"0",7,9,7,8,6,7,6,4,2,28,"SocialWork","6",2,1,"FunNightOut","AlmostNever","SVRL/Week","IntlAffairs",4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,25,15,25,15,10,10,40,5,15,20,10,10,8,9,7,8,5,1,0,0,1,0
"3627","0","2",13,"0",0.35,"0",29,"6",40,30,10,8,2,10,"0",5,6,5,6,5,4,5,2,2,29,"Education","4",6,9,"FunNightOut","2/Month","SVRL/Week","Academic/Research",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,1,0,1,1,1
"3628","0","2",17,"0",-0.09,"1",28,"2",50,10,10,10,10,10,"0",8,7,7,7,9,6,8,7,2,31,"Bio","2",9,5,"MeetNewPpl","AlmostNever","1/Week","DocMed",9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,30,5,10,25,5,25,7,10,6,8,8,0,0,1,1,0
"3629","1","2",16,"0",0.52,"1",22,"2",25,7,25,25,8,10,"0",6,3,4,2,4,2,3,3,2,27,"SocScie/Psych","2",2,5,"Other","1/Month","1/Month","Academic/Research",4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,25,10,10,25,20,10,7,8,6,8,5,1,1,1,1,1
"3630","1","2",7,"0",0.24,"1",24,"2",20,10,20,35,5,10,"0",8,7,6,6,5,5,7,5,2,23,"Engineering","2",1,4,"MeetNewPpl","1/Month","2/Week","Banking/Consulting",10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,25,14,25,25,3,8,10,16,24,24,20,6,6,9,7,8,8,0,1,1,1,1
"3631","0","2",19,"0",0.31,"0",28,"3",23,18,21,18,10,10,"0",6,7,6,5,5,5,5,4,2,23,"Bio","4",2,4,"MeetNewPpl","1/Month","SVRL/Week","Academic/Research",8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,0,1,0,1,1
"3632","0","2",10,"0",0.26,"1",24,"2",20,21,21,22,6,10,"1",10,9,9,9,8,8,9,8,2,25,"SocScie/Psych","2",5,2,"MeetNewPpl","AlmostNever","2/Week","Psychologist",5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,6,20,15,25,15,15,10,30,15,20,15,10,10,8,8,8,8,8,0,0,0,0,0
"3633","0","2",5,"1",0.57,"0",32,"2",50,0,10,30,0,10,"1",8,5,5,8,6,5,6,5,2,26,"Business","3",3,3,"MeetNewPpl","AlmostNever","2/Week","Academic/Research",8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4,0,0,1,1,0
"3634","1","2",8,"1",0.12,"0",24,"2",20,20,20,20,20,0,"1",8,10,10,9,9,9,8,5,2,30,"Bio","6",1,1,"MeetNewPpl","2/Month","2/Week","Academic/Research",10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,10,1,1,0,0,1
"3635","1","2",6,"0",0.03,"1",30,"4",20,20,35,5,10,10,"0",4,9,9,6,8,6,9,6,2,27,"Education","4",7,3,"FunNightOut","AlmostNever","2/Week","Academic/Research",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,1,0,1,0,1
"3636","0","2",2,"0",0.04,"0",32,"2",50,0,10,30,0,10,"0",4,5,5,4,4,5,4,4,2,28,"SocialWork","6",2,1,"FunNightOut","AlmostNever","SVRL/Week","IntlAffairs",4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,25,15,25,15,10,10,40,5,15,20,10,10,8,9,7,8,5,1,1,1,1,1
"3637","1","2",11,"0",0.11,"0",28,"2",35,0,35,10,10,10,"0",5,7,6,8,5,3,5,6,2,27,"Business","4",1,1,"FunNightOut","SVRL/Year","2/Week","Banking/Consulting",4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,20,20,20,20,20,0,20,20,20,20,20,0,6,7,8,8,9,1,1,0,1,0
"3638","0","2",16,"0",0.12,"1",26,"2",40,5,20,10,10,15,"0",6,7,8,8,7,7,7,5,2,30,"SocialWork","2",3,5,"MeetNewPpl","SVRL/Year","2/Month","IntlAffairs",2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,20,25,15,15,15,10,25,15,15,25,10,10,7,9,9,8,9,1,1,1,0,1
"3639","0","2",11,"0",0.54,"1",26,"2",12,20,20,20,16,12,"0",8,6,6,6,6,7,7,4,2,27,"Business","2",5,1,"MeetNewPpl","1/Month","SVRL/Week","IntlAffairs",2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,15.09,18.87,18.87,16.98,16.98,13.21,21.95,14.63,12.2,21.95,9.76,19.51,7,10,6,8,9,0,1,1,1,0
"3640","0","1",7,"0",0.41,"0",21,"2",15.56,11.11,22.22,15.56,20,15.56,"1",5,5,6,5,5,5,3,1,2,35,"SocScie/Psych","4",5,5,"MeetNewPpl","2/Month","2/Week","DocMed",3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,7,1,1,1,1,1
"3641","1","2",6,"0",-0.07,"0",24,"2",10,15,30,20,15,10,"0",7,7,7,6,8,6,6,5,2,24,"Engineering","4",9,6,"FunNightOut","AlmostNever","2/Week","Engineer",8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,20,16,16,17,16,15,20,16,16,17,16,15,7,9,9,8,9,0,1,1,1,1
"3642","0","2",20,"1",0.18,"1",23,"4",15,25,20,10,10,20,"1",7,8,7,7,7,7,7,6,2,22,"Engineering","4",1,1,"MeetNewPpl","AlmostNever","1/Week","Undecided",7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,20,20,10,15,5,30,40,10,10,10,10,20,3,9,9,9,7,0,0,1,1,1
"3643","0","2",3,"0",0.64,"1",32,"2",25,15,20,25,10,5,"1",8,7,8,8,8,3,7,7,2,28,"Lang","2",2,2,"MeetNewPpl","AlmostNever","1/Week","Undecided",5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,39,20,15,20,0,6,8,8,7,7,4,0,0,1,0,0
"3644","0","2",11,"1",0.31,"0",30,"2",50,0,20,20,0,10,"1",7,7,7,6,8,9,7,7,2,27,"Education","4",1,3,"ToSayIDidIt","AlmostNever","2/Week","Academic/Research",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,0,0,1,1,1
"3645","0","2",11,"0",0.02,"0",27,"4",15.56,17.78,17.78,17.78,17.78,13.33,"0",4,5,6,6,7,3,4,7,2,26,"Business","2",8,6,"GetADate","1/Month","SVRL/Week","Banking/Consulting",10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,4,19.61,15.69,17.65,15.69,17.65,13.73,31.25,9.38,9.38,31.25,3.13,15.63,9,5,9,10,10,1,1,0,1,1
"3646","0","1",1,"0",0.2,"1",33,"4",30,30,10,10,0,20,"1",8,6,7,6,7,4,7,4,2,26,"Business","4",6,1,"FunNightOut","1/Month","1/Week","Banking/Consulting",1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8,0,1,0,0,0
"3647","0","2",2,"0",0.05,"0",23,"2",18.6,13.95,18.6,16.28,16.28,16.28,"0",4,8,6,5,6,4,4,2,2,28,"History","4",1,1,"MeetNewPpl","SVRL/Year","1/Week","Academic/Research",8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,9.76,19.51,19.51,14.63,19.51,17.07,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,1,0,0,1,1
"3648","0","2",10,"0",-0.14,"0",25,"1",30,15,20,20,0,5,"1",7,7,8,7,6,7,6,4,2,30,"SocialWork","2",3,5,"MeetNewPpl","SVRL/Year","2/Month","IntlAffairs",2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,20,25,15,15,15,10,25,15,15,25,10,10,7,9,9,8,9,0,1,1,0,1
"3649","1","1",5,"0",0,"0",29,"4",90,2,2,2,2,2,"0",5,7,8,6,7,5,6,6,2,28,"Business","2",8,9,"MeetNewPpl","1/Month","1/Week","Banking/Consulting",5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,20,20,20,10,10,20,20,20,10,20,20,10,7,10,7,10,10,1,1,1,1,1
